id_region,id_batiment,type_energie,unite,date_generation,compteur_id,date_mesure,consommation_value,source_filename,extraction_timestamp,source_type
REG01,BATG01,eau,m3,2025-01-14,EAU_001,2025-01-14T11:00:00,12.7,Eau_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-01-14,EAU_002,2025-01-14T08:00:00,0.0,Eau_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-01-14,EAU_002,2025-01-14T09:00:00,9.0,Eau_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-01-14,EAU_002,2025-01-14T10:00:00,30.6,Eau_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-01-14,EAU_002,2025-01-14T11:00:00,23.9,Eau_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BAT101,eau,m3,2025-01-14,,,,Eau_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BAT101,eau,m3,2025-01-14,,,,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,,,,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_001,2025-02-14T08:00:00,25.8,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_001,2025-02-14T09:00:00,6.1,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_001,2025-02-14T10:00:00,0.0,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_001,2025-02-14T11:00:00,,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_002,2025-02-14T08:00:00,26.7,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_002,14/02/2025 09:00,0.0,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_002,2025-02-14T10:00:00,0.0,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,eau,m3,2025-02-14,EAU_002,2025-02-14T11:00:00,16.1,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BAT101,eau,m3,2025-02-14,,,,Eau_consumption_02_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BAT101,eau,m3,2025-02-14,,,,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,,,,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,GAZ_001,2025-01-14T08:00:00,26.2,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,GAZ_001,2025-01-14T09:00:00,-12.7,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,GAZ_001,2025-01-14T10:00:00,20.6,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,GAZ_001,2025-01-14T11:00:00,12.8,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,GAZ_002,2025-01-14T08:00:00,10.0,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14, GAZ_002  ,2025-01-14T09:00:00,31.0,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14,GAZ_002,2025-01-14T10:00:00,25.8,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BATG01,gaz,m3,2025-01-14, GAZ_002  ,2025-01-14T11:00:00,11.1,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
REG01,BAT101,gaz,m3,2025-01-14,,,,Gaz_consumption_01_2025.json                                                                        ,2026/01/07 14:06:44.000,json
