region_code,building_code,meter_type,meter_code,meter_unit,reading_date,consumption_value,temperature,building_name,region_name,source_type,source_filename,extraction_timestamp,date_generation,created_at,updated_at
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 20:00:00,22.75,13.38,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 19:00:00,34.27,24.43,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 18:00:00,23.08,20.07,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 17:00:00,36.08,10.65,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 16:00:00,18.94,14.12,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 15:00:00,25.4,15.49,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 14:00:00,31.3,17.22,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 13:00:00,28.29,20.28,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 12:00:00,17.69,18.95,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 11:00:00,21.64,11.34,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 10:00:00,14.18,15.12,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 09:00:00,15.58,21.96,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 08:00:00,15.57,23.65,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 07:00:00,33.17,23.34,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 06:00:00,35.97,11.16,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 05:00:00,19.54,17.86,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 04:00:00,39.27,10.01,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 03:00:00,29.13,16.03,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 02:00:00,23.4,15.6,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 01:00:00,36.75,21.07,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/01 00:00:00,24.47,20.46,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 23:00:00,32.45,16.24,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 22:00:00,25.31,22.87,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 21:00:00,21.92,11.2,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 20:00:00,11.88,15.37,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 19:00:00,36.13,10.65,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 18:00:00,19.61,10.08,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 17:00:00,22.74,22.17,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 16:00:00,17.94,22.02,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 15:00:00,11.43,23.07,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 14:00:00,29.38,23.01,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 13:00:00,26.1,16.88,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 12:00:00,37.88,22.17,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 11:00:00,38.31,19,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 10:00:00,36.81,12.52,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 09:00:00,21.31,20.07,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 08:00:00,12.5,20.85,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 07:00:00,17.85,13.25,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 06:00:00,27.28,13.41,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 05:00:00,22.66,16.14,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 04:00:00,30.79,22.03,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 03:00:00,28.95,22.29,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 02:00:00,14.62,14.49,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 01:00:00,30.33,15.16,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/02 00:00:00,20.12,16.78,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 23:00:00,13.04,21.29,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 22:00:00,21.22,21.51,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 21:00:00,17.52,22.36,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 20:00:00,32.93,21.37,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 19:00:00,32.93,17.52,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 18:00:00,23.36,15.58,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 17:00:00,21.71,19.41,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 16:00:00,14.47,16.04,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 15:00:00,34.61,22.97,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 14:00:00,31.91,20.9,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 13:00:00,16.45,15.61,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 12:00:00,39.62,16.56,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 11:00:00,28.31,16.02,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 10:00:00,37.22,14.85,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 09:00:00,18.82,17.15,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 08:00:00,36.69,17.36,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 07:00:00,30.94,21.08,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 06:00:00,25.01,24.72,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 05:00:00,12.46,13.34,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 04:00:00,33.27,15.53,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 03:00:00,13.43,10.25,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 02:00:00,18.75,12.23,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 01:00:00,13.35,19.82,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/03 00:00:00,19.49,14.02,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 23:00:00,24.77,10.29,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 22:00:00,28.89,16.61,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 21:00:00,21.54,23.37,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 20:00:00,26.3,17.45,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 19:00:00,32.54,22.72,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 18:00:00,39.42,12.59,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
REG01,BAT001,electricite,ELEC_001,kWh,2025/01/04 17:00:00,36.88,12.79,DataCenter North,Casablanca-Settat,MySQ,GreenCity_Operational_Database.sql                                                                  ,2025/12/29 17:45:59.000,,2025/12/25 01:35:17,2025/12/25 01:35:17
